"corpus","preloaded/trends_en"
"subcorpus","-"
"concordance size","10000"
"query","Query:[word=""cold""][word=""day""];Random sample:10000"
"Reference","Left","KWIC","Right"
"2022-03-06","get colder faster. </s><s> My tolerance for cold was likely average for an Aspen kid; I could only stand being out on a really","cold day","for a short time, even if I was having a blast on my skis. </s><s> Cold is also a function of body parts -- noses, heads and fingers"
"2022-03-07","early changing to mixed rain and snow later at night. </s><s> Low 33F. </s><s> Winds NNE at 10 to 15 mph. </s><s> Chance of precip 100%. </s><s> It will be a","cold day","in Munster Monday, with temperatures in the 30s. </s><s> It should reach a nippy 37 degrees. 24 degrees is tomorrow''s low. </s><s> Don''t"
"2022-03-10","five kilometres (three miles) outside Kyiv''s city limits, which stood largely deserted on a sunny and bitterly","cold day",". </s><s> At least half-a-dozen Grad missiles rained down on the empty road, hitting several houses, which appeared to be empty"
"2022-03-17","-- with an extra layer of glass and a rigid film -- to retain heat and cooling. </s><s> The first thing you notice upon entering on a","cold day","is that the building is reliably warm, without drafts or cold patches. </s><s> That''s due to the heavy insulation and airtight"
"2022-04-06","him. </s><s> Dillon''s camp says those are the terms they offered back in September, when Joe''s response was, ""It will be a","cold day","in hell before I sign these papers ... You''re out of your f***ing mind."" </s><s> Sounds like it''s gonna take some doing to reach a"
"2022-04-07","door from the hinges and free the woman. </s><s> In an email, Chief Tom Hayden said they were lucky it was not an excessively hot or","cold day",". </s><s> But as the woman was helped out of the left, concerns were quickly raised when Hayden spoke to Cavaness about the aging"
"2022-04-06","a couple of my Pain Relief Formula strategies with you in this column. </s><s> Hey, generally that''s ignored when it will be a","cold day","in hell before I do it again. </s><s> Seriously, many zealots suppose that using this has to cost a fortune. </s><s> It is sui generis how"
"2022-04-10","one brief miscalculation was the temperature. </s><s> He began the match in an unfeasibly thin jumper on a deceptively","cold day","and froze for half an hour. </s><s> But Marsch is not misjudging the role Leeds United boldly recruited him for. </s><s> To hire a manager"
"2022-04-13","over $700 for our next home, which is just amazing,"" Millett said. </s><s> ""The fact that people came out to run still on this","cold day","has been really inspiring."" </s><s> Also in attendance was the upcoming president of the NRHH, Austin Balent and current NRHH"
"2022-04-14","mild initial symptoms. </s><s> But even after more than three months, she still can''t shake a ""terrible, barking cough."" </s><s> ""On a","cold day",", I feel really sick. </s><s> I hope it goes away soon. </s><s> ""My energy level is back right now. </s><s> I was really lethargic."" </s><s> Teacher"
"2022-04-24","others. </s><s> For new skiers, rustling up the right clothing can make the difference between a fun day on the slopes and a wet,","cold day","of shivering misery. </s><s> Learning what to wear skiing is key to your enjoyment of the sport. </s><s> The equation for slope looks"
"2022-07-27","Record. </s><s> Nicky said that the abuse began in 1971 at Edinburgh Academy. </s><s> While returning from a rugby match on a bitterly","cold day",", he said that a teacher performed a sex act on one of his friends, but they didn''t even speak about it after school, saying"
"2022-08-15","from their programs, whether for childhood swimming lessons, summer camps for kids, using a walking track on a","cold day",", or participating in a sports league. </s><s> Although the YMCA has some excellent training facilities, they provide much"
"2022-08-25",", but you''ll also notice the lowered brightness in many areas. </s><s> You might find this filter handy if you took pictures on a","cold day",", and it''ll also work if you''re trying to capture a moody shot somewhere. </s><s> Dramatic isn''t too different from Vivid Cool,"
"2022-10-28","""silver bullet"" to solving energy security concerns this winter, with the site able to meet just 1 per cent of demand on a","cold day",". </s><s> Following months of speculation, Centrica said on Friday that the nearly 40-year-old facility off the Yorkshire"
"2022-10-31","products, can make the steps even more effective. </s><s> 1. </s><s> DON''T take long, hot showers. </s><s> Although they can feel great after a","cold day",", hot showers can strip your skin of essential oils, leaving it dry and flaky. </s><s> Hot water damages the acid mantle and"
"2022-10-31","is the platform I watch these iconic vids on. </s><s> So, instead of learning how to cut a winged liner sharper than your nips on a","cold day","via YouTube -- I now consume hundreds of makeup tutorials on TikTok within the hour, and boy have I got a lot of tips stored"
"2022-11-03","will be cold and rainy. </s><s> The Hornets have O''Hara and running back Cam Skattebo, certainly, so what effect would a wet,","cold day","have on Sac State''s strengths and weaknesses? </s><s> Salerno: Sac State LOVES to run the football. </s><s> It''s been cold and wet in"
"2022-11-11","default is to buy another one or call a technician to save the unit. </s><s> This reaction amplifies during an extremely hot or","cold day",". </s><s> Hold off on those reactions until you do these three steps first. </s><s> The HVAC unit is the first place to check when it breaks"
"2022-11-14","West final. </s><s> -- Before the West final, running back Brady Oliveira said all he wanted was a chance to pound the rock, on a","cold day",", in front of a stadium full of raucous Blue Bombers fans. </s><s> The 25-year-old Winnipegger got his wish and went into beast"
"2022-11-14","space will not be genuinely usable,"" he says. </s><s> ""Could people sit outside in their coats? </s><s> Of course they could. </s><s> But on a","cold day","in New York, do they really wanna sit outside in their coats or would they prefer to be in a wonderful indoor space?"" </s><s> ("
"2022-11-17","during massage sessions while in Texas. </s><s> Two grand juries did not indict him on any criminal charges. </s><s> It was a very","cold day","in Berea, which Watson made a comment about in the locker room prior to his practice sessions. </s><s> However, he didn''t speak"
"2022-11-18","for them. </s><s> Some others might find, as they learn about autism, that it''s time to think about pursuing a different path. </s><s> A","cold day",", but a heartwarming adoption celebration: ''From day one, they''re our boys.'' </s><s> The people scurrying to and fro outside a"
"2022-11-20","and that was the half time score. </s><s> The second half started much the same with both teams having good chances but on a very","cold day","it finished with the visitors going home with all three points. </s><s> Glenea Reserves continued their good start to their"
"2014-01-06","how a politician can be so dumb as to promise a bridge where there is not even a river''. </s><s> Saturday 12 January: On a bitterly","cold day","the Vigil kept warm by laughing at the reported remarks by Finance Minister Tendai Biti at a Zimbabwe investment"
"2014-01-07","much in the way of accumulation...but icy roads are possible as any moisture on the roads will start to freeze. </s><s> A VERY","cold day","on tap for Tuesday...highs in the teens...wind chills near zero. -Pete Mangione </s><s> Mild Air Tries to Push Out Cold Air </s>"
"2014-01-07","-was solid but not spectacular. </s><s> You can''t argue with the portions on any of the Big Bowls. </s><s> Rib-sticking food for an icy","cold day",". </s><s> The atmosphere inside J. Gumbo''s is fun. </s><s> Walls outfitted with Alabama-centric folk-art (including a mural"
"2014-01-11","come back to us soon."" </s><s> Kudos to letter carriers, from one who knows </s><s> A Jan. 7 front-page article stated, ""A historically","cold day",","" and went on to say Monday, Jan. 6, was the coldest day since records have been kept. </s><s> I can assure you this is absolutely"
"2014-01-15","now he is searching for him to say thank you </s><s> When Jonny Benjamin stepped over the railings of a bridge in London, during a","cold day","in January 2008, he was just moments away from taking his own life. </s><s> Yet as he stood on the edge, a stranger stopped and"
"2014-01-22",". </s><s> The streets were turned dark by the soot from burning wreckage mixed with the white of the snow falling on a freezing","cold day","that is likely to be remembered in Ukraine forever. </s><s> Ukrainians have until now always boasted that the country, for all"
"2014-01-24","side of this system providing us with a persistent northwesterly flow through today. </s><s> So, be ready for another very","cold day","with sub-zero wind chills to start. </s><s> Clouds approach from the west as a low pressure system moving through the Quebec"
"2014-01-24","just north of the city in Evanston, FEW Spirits'' multiple whiskey varietals are the perfect local libation to warm up a","cold day",". </s><s> Try the hearty rye whiskey -- spicy with just a hint of sweet corn -- aged in air-dried oak barrels for extra flavor. </s>"
"2014-01-28",". </s><s> Fans who had paid for tickets got scant value for money, with only 93 laps completed by eight of the 10 teams present on a","cold day","in southern Spain. </s><s> Kimi Raikkonen, returning to Ferrari after winning the championship with them in 2007, accounted"
"2014-01-29","Life"" by The Horrors and ""Still Not a Player"" by Big Pun. </s><s> Brandon Trost''s cinematography captures New York City life on a","cold day","perfectly; you can feel the chill in the air. </s><s> Deirdre Brennan''s set decoration replicates New York City apartments in"
"2014-01-31","instead of giving a bit. </s><s> Minor collisions that would cause a fender bender on a warm day cause the bumper to break on a","cold day",". </s><s> The plastic changes from being rubbery to brittle. </s><s> So, if this was the Ice Bowl part 2, you might see a cracked helmet"
"2014-02-05","Option and More... </s><s> Breezy and cold day for Central Texas ahead of next arctic... | www.statesman.com </s><s> Breezy and","cold day","for Central Texas ahead of next arctic front, freezing drizzle </s><s> Austin has a breezy and cold day ahead of an arctic front"
"2014-02-05","<s> Breezy and cold day for Central Texas ahead of next arctic front, freezing drizzle </s><s> Austin has a breezy and","cold day","ahead of an arctic front that is slated to bring freezing drizzle to the area by week''s end. </s><s> The area is looking at colder"
"2014-02-11","and gives momentum to continue the path to safety with their fixture this week at home to Bury St Edmunds at ""The Gate"" </s><s> On a","cold day","at Bretton Gate the seconds came from behind to grab a vital point. </s><s> The thirds played second in this game which proved a"
"2014-02-18","credit since Shula''s tenure ended. </s><s> The numbers can be viewed many ways. </s><s> If you''re looking for a little sunshine on a","cold day","in February, look at it this way: 44 years ago today, the Dolphins absolutely nailed a major managerial decision, and"
"2014-03-02","late-winter rush of wind, a procession led by the Daughters of the Republic of Texas on Sunday commemorated a similarly","cold day","in 1836, when the Texas Declaration of Independence was signed. </s><s> ""The weather was very cold; the building was cold and"
"2014-03-04","that as a journalist that he would resist any attempts by the FCC to control how he performs his job. </s><s> ""It will be a","cold day","in the butterbean patch before the FCC comes in and ask about how I cover my stories,"" noted Starnes. </s><s> Janet Parshall"
"2014-03-28","uncomfortable with trappings of his position </s><s> Amid ruins of Greek economy, green shoots emerge </s><s> ATHENS (Reuters) - On a","cold day","in January, car dealer Dimitris Antonopoulos handed over the keys of a brand new, white Jaguar worth 122,000 euros ($"
"2014-04-03","offer severance pay to senior staff, and wouldn''t let them stay on if she paid one out. </s><s> ""They could try. </s><s> But it would be a","cold day","in H-E-L-L."" </s><s> Soon after taking office, new Orange County Clerk Eddie Fernandez received a tip about the payouts and"
"2014-04-16","and now both front seats can be heated and ventilated. </s><s> Even rear-seat passengers enjoy the luxury of heated seats on a","cold day",". </s><s> A heated steering wheel will be a favorite feature for owners of the 2015 Sonata Limited equipped with the Tech package"
"2014-09-16","now. </s><s> I often forgot the chest strap; I know that''s partly because I hated how clammy it felt once sweaty, especially on a","cold day",". </s><s> It never was accurate when descending fast, either, even when using Buh-Bump cream, which definitely improved its"
"2014-10-31","embraced the Raptors ""We The North"" marketing campaign, but most kids these days wouldn''t dream of playing outside on a","cold day",", let alone shovel the snow off the court the way they did when he was growing up, said Kirk Hodgson, a coach with Rise"
"2014-11-21","cast her line. </s><s> ""I got on two, three extra shirts and a jacket and a hat,"" said Fate. </s><s> She, too, was testing the waters on the","cold day",". </s><s> Report: Minister: Russian ruble''s fair rate 41-43 per US dollar </s><s> MOSCOW, Nov 18 (PRIME) -- A fair rate of the Russian"
"2014-12-01","finale for both teams -- fully intent on making amends for last year. </s><s> UTSA handed North Texas a bitter loss on a","cold day","in Denton last November, knocking the Mean Green out of Conference USA title contention. </s><s> ""Well, they want us, (and) we"
"2014-12-09","pushed harder than usual. </s><s> It''s not hot enough to feel like it''s burning you, but warm enough to keep your fingers warm on a","cold day",". </s><s> To be fair, Google might be able to resolve these issues with a future software update. </s><s> The jump to 64-bit could also be"
"2014-12-23","every time I take them off. </s><s> I don''t have to worry about threading the cable through my coat before leaving the house on a","cold day",". </s><s> And I don''t have to worry about causing a major catastrophe if I get up from my desk and forget to take them off my head. </s><s> It"
"2015-01-31","them home in the cold </s><s> A Charlotte mother is upset after a school employee took her children''s coats and sent them home on a","cold day",". </s><s> Chanda Spates says that her children came home from Ranson IB Middle School Tuesday and told her a teacher had taken"
"2015-02-26",". </s><s> The County Final will take place at Stanley Park in Blackpool on June 30th."" </s><s> Hurst Green FC romp to victory </s><s> On a bitterly","cold day","Hurst Green eased past Dalton United to start a series of potentially season-defining home fixtures. </s><s> Dalton were"
"2015-02-03","court tosses out the agreement. </s><s> Bed & Bread program helping those in need </s><s> (WXYZ) - There is nothing like a hot drink on a","cold day",", especially for a lot of kids out of school. </s><s> The Salvation Army''s Bed & Bread Program is offering that along with hot soup"
"2015-02-19","Reason Mag. </s><s> Sonny Bunch is managing editor of Washington Free Beacon. </s><s> A brief note on today''s weather: ""Hey DC! </s><s> A very","cold day","with highs in the teens, wind chills +5 to -10 and even a flurry or snow shower."" </s><s> -- Howard Bernstein, WUSA-TV"
"2015-02-20",", char sui (barbecue) pork, rice noodles, and spring onions, in a piping hot broth that warms you to the bone on a","cold day",". </s><s> It''s just one of the dishes that have kept customers coming back for generations. </s><s> 6) Grab a Strawberry laces cocktail"
"2015-03-05","Parliament. </s><s> In order to quell the public furor, the British sent troops, who violently quashed dissent. </s><s> On that","cold day",", people had had enough. </s><s> Word spread after a British private beat a young man with the butt of his musket. </s><s> By late day,"
"2015-04-10","solar-powered generator. </s><s> Think gas generator powered by the sun. </s><s> That might run a few appliances or a space heater on a","cold day","if the power is out. </s><s> But you''re dealing with Freddy Kilowatt. </s><s> And Freddy can bite. </s><s> Hard. </s><s> So unless you''re a licensed"
"2015-04-24","Elise Cranny with about 150 meters left and finished her mile leg in 4:39.61 in front of 22,537 fans on an unseasonably","cold day",". </s><s> ""It was completely different,"" Schappert said. </s><s> ""I had never run a relay at Penn where I hadn''t led off. </s><s> I''m used to"
"2015-05-07","to talk to the crew. </s><s> As she did, the model allowed a glimpse at her outfit - which could not have been less suited to a","cold day","in Brooklyn. </s><s> For her scene, the style star was dressed in a think silver sequined gown with a plunging neckline. </s><s> While"
"2015-05-14","they streamed television shows, or scanned web content on their phones. </s><s> Mr. Lord laid out a vision that involved, on a","cold day","in San Francisco, providing people there with a coupon for a hot drink. </s><s> Similarly, the combined force of Verizon and AOL"
"2015-05-14",". </s><s> ""I said, ''I am so through with you people and your skirts and strange men in their outfits,''"" she recalled. </s><s> ""''It will be a","cold day","in hell when I will sit and look at that man.'' </s><s> "" </s><s> Wehner said the other women''s support has changed her life. </s><s> She said she''s"
"2015-05-24","are dressing today you can tell how totally different it is from yesteryears. </s><s> ""Today if you leave your home dressed for a","cold day","you will struggle with the heat later in the day. </s><s> ""That alone tells how winter in Zimbabwe has experienced a shift from"
"2015-06-10","of an engine and realize that a large part of the exhaust is water and then compare that to what happens to your breath on a","cold day",". </s><s> There is little more than that to contrails, yet people still believe in some exotic plot. </s><s> In science, there is a"
"2015-06-08","havoc from the afternoon until about 7pm, because the electricity in the rest of Dube was on throughout the bitterly","cold day","on Sunday. </s><s> An FNB ATM was badly damaged while two others were rendered unusable. </s><s> However, the road was busy as usual with"
"2015-06-24","nesting with a nut wrapper. </s><s> An online video shows Ron Holan, of Norway, rescue a baby bird he heard trapped in a rainy","cold day","on top of a vehicle under a storage unit. </s><s> Holan recorded the entire adorable event as he discovers the bird wedged"
"2015-09-05","continuously challenged Van Buren''s masculinity. </s><s> After winning election, Harrison took his oath on an intensely","cold day","in Washington and refused to wear a coat for fear of appearing unmanly. </s><s> Some differ on whether his macho display is what"
"2015-09-26","Urban, event chair, said she was pleased with the turnout. </s><s> ""It''s hard to get people out of the house when it''s a wet and","cold day",","" she said. </s><s> On the second floor of the building, artists displayed and sold their work while talking to festival goers"
"2015-09-08","the marriage of US Airways and American Airlines on a very, very cold day in December 2013: </s><s> ""Those who said it would be a","cold day","in hell before American Airlines and US Airways would merge got the weather right but the location wrong."" </s><s> Adidas"
"2015-12-15","pockets due to lower fuel prices, they''re spending that money somewhere other than the mall. </s><s> Normally, the first very","cold day","of the year prompts shoppers to head to the store for a new winter coat if they need one. </s><s> While there, they shop for other"
"2015-12-04","<s> It''s practically Zen (not the killing, but the other thing) like meditation, or listening to music, or drinking tea on a","cold day",". </s><s> Relaxing. </s><s> I like to play at the bus stop. </s><s> It provides a good cement-coloured background. </s><s> I like to play while the water"
"2015-12-14","a square. </s><s> Outside, hundreds of young men and women sporting buzz cuts and blue and grey jumpers look on and cheer. </s><s> It is a","cold day","at the Hong Kong Police Force''s Police Tactical Unit out in Fanling. </s><s> Gathered on the training grounds in the leafy New"
"2016-01-10","of the viewing area until noon. </s><s> This means we could see wind chills down to 26 below zero. </s><s> Today will be another bitterly","cold day",". </s><s> Daytime highs will only reach the low teens, though feel well below zero. </s><s> Wind will be moving in from 10 to 20mph and gust"
"2016-01-13",","" said a lighthearted Fitzgerald, who had a game-high 18 points and 13 rebounds. </s><s> ""It was a long bus ride. </s><s> It was a","cold day",". </s><s> We have finals (Wednesday). </s><s> But it''s really no excuse. </s><s> We still got the win and we got to get back at it this weekend."" </s>"
"2016-01-21","thing is untrue. </s><s> This happened to the arborist me a few weeks ago when I was visiting the Canadian Niagara Falls. </s><s> On this","cold day",", my son and I made the mile-long walk from just upstream of the falls through Queen Victoria Park, the 118 acre"
"2016-01-23","opt for a means-tested scheme rather than a full-blown universal pension </s><s> Officials were served heated discussion on a","cold day","at the first meet-the-public session on retirement protection yesterday. </s><s> Boos, protests and insults were flung"
"2016-01-25","for Romacorp, Inc., the parent company of Tony Roma''s. </s><s> ""There''s just enough heat in these menu items to warm you up on a","cold day","so you leave feeling energized by a delicious meal."" </s><s> Guests can start with Tony Roma''s new appetizer, Potato"
"2016-01-25","Seif retraced the steps of one of the largest demonstrations on the uprising''s first day, walking alone on a wet and","cold day","from Mohandiseen in Giza and across a Nile bridge to Tahrir. </s><s> The back of her sweater bore the words: ""It''s still the"
"2016-01-29","sneakers come with gold accents that will do just that. </s><s> Priced at $110. </s><s> Who wouldn''t want to wrap up in this maxi dress on a","cold day","? </s><s> Also, come spring, it would be comfortable on cool, early spring days with a light sweater and tee-shirt. </s><s> Priced at $"
"2016-02-09","are just as much fun for adults as they are for kids. </s><s> Hot chocolate is the best way to warm up and reward yourself after a","cold day","spent outside. </s><s> Sure, it might not be the sexiest item on your list, but you can''t neglect your car during these cold"
"2016-02-13","dry, with just a little rain possible in the south. </s><s> A chilly night with a light to moderate breeze. </s><s> Tomorrow will be a","cold day","with a brisk east to north-easterly breeze. </s><s> Central and southern areas of both England and Wales will have rain in the"
"2016-03-01","start of the outgoing and the bite was on. </s><s> Ran out of shrimp and time and headed in. </s><s> New Personal best for black drum. </s><s> Long","cold day","but ended up worth it. </s><s> Took my cousin out on Monday to attempt getting him on his first salt water fish. </s><s> He immediately"
"2016-03-02","officer, says he was on patrol when he noticed a man panhandling on a corner of Richmond and Sherbourne Streets on a","cold day","last week. </s><s> He stopped to make sure the man was okay and grew concerned when he noticed he was stuttering and mumbling his"
"2016-03-06","not obtaining a job that they would otherwise be offered, or of losing the job they already have. </s><s> While campaigning on a","cold day","in early 1998, I was invited into a small low-rise public-housing apartment. </s><s> I sat on a couch and listened to a story I was"
"2016-03-15",": If it snows on Sunday, we will surely get teased for having declared winter over. </s><s> But note our declaration stated ""a","cold day","or freak snow event can''t be ruled out"". </s><s> For our declaration to ""bust"", accumulating snow remaining on the ground for at"
"2016-04-05","degrees to get you more he started coming off of yesterday it is nine degrees colder if you if you thought yesterday was a","cold day","i mean safely be colder than matt is thirteen degrees colder this morning in writing and degrees colder in pottstown but"
"2016-04-07","night. </s><s> Temperatures fall into the 30s by Saturday morning. </s><s> Saturday: Few early flurries, then clouds break for sun. </s><s> A","cold day","overall with morning temperatures in the 20s and highs in the upper 30s. </s><s> Sunday: Sun gives way to some afternoon clouds. </s>"
"2016-04-12","evening out. </s><s> In the alpaca blend, it''s more casual and can take you on your errands or snuggle up on the couch with you on a","cold day",". </s><s> Next up is Picard and Kate kept the nod to his red shirt with bright red buttons. </s><s> The original yarn had exceptional"
"2016-04-15","ask Paul how he was, he would tell them that he was ""Making a Shadow,"" his optimistic way of saying the sun is shining. </s><s> On a","cold day","in January, one of Paul''s sons and his wife went to visit him. </s><s> While they were enjoying conversation, Paul unexpectedly"
"2016-05-09","question about tire pressure. </s><s> Thanks to their work with the sensors it becomes much easier to understand that on a","cold day",", the air particles inside the tires lose energy. </s><s> Since they don''t hit the inside walls of the tires as frequently or with"
"2016-06-11","of a sick sheep, we didn''t know what we had. </s><s> But guess what? </s><s> A cold day came and we were glad to have that warm sweater. </s><s> That","cold day","in Anaheim of all places and that game was April 27, 2003. </s><s> Ortiz, who had pinch hit for Giambi in the 8 inning, came to bat in"
"2016-07-11","at it, it doesn''t look bad. </s><s> But on a good, cold night you get some good speeds and I think the first time I was on it, it was a","cold day",". </s><s> It was pretty impressive, so I thought that was quite a rush. </s><s> It was a lot of fun."" </s><s> Willing to get married before falling"
"2016-08-11","for reformed criminals, Morneau continued: ""As many people know, my opponent has taken the position that it would be a ''","cold day","in hell'' before she granted a pardon or commutation. </s><s> This is a problem, for many reasons. </s><s> What you need to do in a pardon or"
"2016-08-11","a movie star. </s><s> Okay? </s><s> I vetted his case. </s><s> I was incensed by it then, and I''m incensed by it now. </s><s> For Mark Wahlberg it will be","cold day","in hell before I would ever vote (to pardon) him."" </s><s> In response to a question about racial justice, Morneau said there is a"
"2016-08-26","a jumper and scarf respectively. </s><s> On TV, they watch a young girl and her younger brother getting ready for school on a","cold day","and the brother plays ''Hunt the Thimble'' while looking for one of his gloves. </s><s> After this, Cat and Dog try to match up three"
"2016-09-01","Clinton in the Bay State primary. </s><s> ""He scanned his party registration and sent it to me,"" she says. </s><s> ""He said, ''Look: it''s a","cold day","in hell.'' </s><s> "" </s><s> Ycee Embarks on his African Tour, gives to the Kigamboni Community Center in Tanzania </s><s> After a first stop in"
"2016-09-22","&#039;s mutual funds worth Rs 307 cr </s><s> #ThrowbackThursday: Erie first day of fall frost in 1904 </s><s> Sept. 22, 1904, was one","cold day",", according to the Erie Daily Times. </s><s> The low temperature was 37 degrees that day. </s><s> Farmers reported losing entire"
"2016-10-31","(gaming) grant for the equipment. </s><s> As far as I''m concerned, there is nothing better than a hot bowl of soup to warm me up on a","cold day",". </s><s> That''s why I''m looking forward to the Soup Cook-Off scheduled for Sunday, Dec. 4, at Cavanaugh''s Grille where cooks"
"2016-11-09","into the treasonably salacious. </s><s> They needn''t have worried. </s><s> The Crown is about as erotic as a constitutional crisis on a","cold day",", which is incidentally what Britain is going through right now. </s><s> Roll another episode. </s><s> God Save The Queen. </s><s> Now, I am"
"2016-11-25","an obstacle course on the school field. </s><s> The older children enjoyed helping the younger children and even though it was a","cold day",", everyone took part with their usual enthusiasm. </s><s> The children then took part in a quiz prepared by the school''s charity"
"2016-12-05","evening, as the winds pick up and lows fall to near freezing by Thursday morning. </s><s> Thursday will be a very windy & bitterly","cold day","with highs struggling to reach 40. </s><s> We will see plenty of sunshine but wind chills will remain in the 20s and low 30s"
"2016-12-08","daily -- equivalent to about 200 gallons of heating oil, or the amount of electricity consumed by about 70 houses on a","cold day",". </s><s> ""One of only a handful of anaerobic digester projects of its kind in the country, Big Bertha provides electricity for"
"2016-12-12","on a cold day in December naturally would be under 12.5 PSI without conceding that the footballs used by the Patriots on a","cold day","in January naturally would be under 12.5 PSI. </s><s> It''s the same reason for the league''s stubborn refusal to release raw data"
"2016-12-13","it is being physically capable of it, so you''re not letting yourself get drained. </s><s> You wouldn''t think you sweat much on a","cold day",", but you do and you lose a lot of fluids that way for sure."" </s><s> ""I''ve definitely done my share of brutal outside work,"" said"
"2016-12-22","in johndoeclub.com quotes Steven Stoll, a professor who teaches climate history at Fordham University, as saying: ""A","cold day","in the Sahara does not disprove global warming any more than a heat wave in December proves it."" </s><s> He also said that it''s"
"2017-01-03","or a snow shower are possible here and there, especially later in the day or at night. </s><s> FRIDAY: This is another cloudy,","cold day","with a few more snow showers possible. </s><s> Some steadier snow is possible down near our coastlines. </s><s> The high is 34. </s><s> SATURDAY"
"2017-01-04","to Old Trafford for the FA Cup third round match against the Premiership giants in 2017, we look back at a tie on a freezing","cold day","in back in January 1996. </s><s> In 2017, a Premier League manager faced with a struggling Division One side away from home''s"
"2017-01-04","is to rest all his best players. </s><s> But in 1996, a star-studded, full-strength United side came to Berkshire on a freezing","cold day","for the sell-out match. </s><s> It was quite a magical occasion, the ramshackle surroundings and dodgy, bobbly pitch at Elm"
"2017-01-09",". </s><s> Here are just a few of them: </s><s> I observed this years ago when my boyfriend and I boarded a bus in Cedar Rapids, Iowa. </s><s> It was a","cold day","and several of us had been waiting a while at the bus stop. </s><s> The driver got out to take a break, but rather than leaving us in"
"2017-01-26","took part in the fourth Mid- Lancs Cross Country League fixture at Towneley Park in Burnley. </s><s> On a sunny but bitterly","cold day",", Alex completed the under-11 boys'' course in 7:57 to finish in seventh place out of 74 runners. </s><s> Senior School pupil,"
"2017-02-01","<s> The early-1800s house that Stella lives in is divided into four flats. </s><s> Stella''s is on the raised ground floor. </s><s> NEXT > </s><s> On a","cold day","earlier this year, I decided to pass the time by wandering around some of my favorite stores. </s><s> With coffee in one hand and"
"2017-02-03","exciting, especially for the community,"" Habibi Mamone, President of Neighbors Loving Neighbors, said. </s><s> ""It''s a","cold day",". </s><s> It''s not a sunny day, but trust me, this is a very warm day and a very, very sunny day,"" added Dr. Bob Henry Baber, Mayor of"
"2017-02-20","ago. </s><s> You see the Utah folks back then, they had something to complain about. </s><s> I mean really complain about. </s><s> It would be a","cold day","before you thought going up Little Cottonwood Canyon again in the 30''s. </s><s> Now, some time ago, I asked a man about the"
"2017-03-02","Resolution Run, held at Escot, runners were provided with a very smart vest or t-shirt to wear. </s><s> It was a dull,","cold day","and very windy. </s><s> Lots of people were putting on extra layers of clothing, gloves and hats. </s><s> There was a very cheery"
"2017-03-05","up to Independence Avenue. </s><s> The smell of pretzels cook over an upturned shopping trolley and melting its plastic. </s><s> It''s a","cold day","and there is only so much to stand for when the muscles start shutting down. </s><s> In the walk between the hotel and the rally"
"2017-03-08","for signs of a more northerly track. </s><s> For now, we are forecasting partly to mostly sunny skies and it will be another","cold day","with highs 30-35. </s><s> Temperatures will likely dip into the teens Sunday night, especially if the sky remains clear. </s><s> The"
"2017-03-17","the drivers and probably ruining Vampire Weekend''s day. </s><s> New York City awash in green for St. Patrick''s Day parade </s><s> ""On a","cold day",", it warms your heart,"" Richard Grogan, a marcher from Dublin and a member of Ireland''s national police service, said of"
"2017-04-27","to figure out which of these guys comes to the next opportunity,"" said head coach Mike O''Shea following a blustery and","cold day","that saw a morning and afternoon session at the stadium on the University of Manitoba campus. </s><s> ""There is, obviously,"
"2017-05-12",", this Grade II-listed property in the Hampshire port town has three bedrooms and a courtyard </s><s> Windows left wide open on a","cold day","or heating turned up high in hot weather could be an attempt to disguise double glazing or ventilation issues, says"
"2017-06-09",", Dave Borg said winter was the preferable time to have an unexpected meeting with a snake. </s><s> They are much more docile on a","cold day",", Dave said. </s><s> But, try telling that to one-time Great Lakes councillor and Stroud resident Karen Hutchinson who has had"
"2017-07-10","in. </s><s> If you know Leon Bibb, you know the significance of his ''hitchhiker'' story. </s><s> In short, it goes like this: </s><s> On a freezing","cold day",", Leon was driving a station vehicle when he saw a hitchhiker walking alongside the road. </s><s> He felt compelled to pull over"
"2017-08-06","good care of them,"" Bharti added. </s><s> Snow, hail, storms and an 80 per cent chance of showers predicted </s><s> Get ready for an icy","cold day","on Monday with possible snow in store for Orange. </s><s> Snow is predicted to fall in Orange on Monday. </s><s> Photo: MARK LOGAN </s><s> Orange"
"2017-09-21","Downey''s tie and refused to apologize for the incident or the derogatory comment. </s><s> A Dornan aide said, ""It will be a","cold day","in hell before he gets an apology from Bob Dornan."" </s><s> Dornan was staunchly conservative. </s><s> However, he did hold some"
"2017-11-03","\"" from our debut album \""The Woodlands\"". </s><s> It was a blast building a fort in the back of this old rusty truck. </s><s> We spent a","cold day","and a colder evening setting up the location and arranging shots and and capturing images. </s><s> We worked on the big scope and"
"2017-12-08","Celsius with a widespread sharp ground frost and icy patches on untreated surfaces. </s><s> Tomorrow, Friday, will be another","cold day","with a mix of cloud and sunny spells. </s><s> Again it will be dry apart from a scattering of showers. </s><s> The showers will be of hail,"
"2017-12-14","a knife. </s><s> He has to take his undermanned team out onto the field and make something happen or else nothing happens. </s><s> On a","cold day","in January in the northeast gimme the Wyoming cowboy over any of the Oklahoma ballerinas or California pretty boys. </s>"
"2017-12-17","and coal and waste haulage for the mine, which has been a target of environmental groups and activists. </s><s> It was another","cold day","across the area with clouds dominating the skies ahead of a weak storm system. </s><s> Expect a light wintry mix of rain, sleet,"
